"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"3114","If you had to choose a single factor that you consider to have been the final push that made your household displace, which of the ones you just named as reasons for leaving, would you choose? ",NA,"Avalanche/heavy snowfall","NA",0.000604305143646674,NA,-0.00012292696978286,0.00133153725707621,NA,NA
"422","If you had to choose a single factor that you consider to have been the final push that made your household displace, which of the ones you just named as reasons for leaving, would you choose? ",NA,"Drought","NA",0.109308089399906,NA,0.0732982503544643,0.145317928445348,NA,NA
"520","If you had to choose a single factor that you consider to have been the final push that made your household displace, which of the ones you just named as reasons for leaving, would you choose? ",NA,"Earthquake","NA",0.0020091243727577,NA,-6.11209078980024e-05,0.00407936965341341,NA,NA
"617","If you had to choose a single factor that you consider to have been the final push that made your household displace, which of the ones you just named as reasons for leaving, would you choose? ",NA,"Floods","NA",0.0284877541229882,NA,0.0166729357040881,0.0403025725418883,NA,NA
"717","If you had to choose a single factor that you consider to have been the final push that made your household displace, which of the ones you just named as reasons for leaving, would you choose? ",NA,"Other","NA",0.00142815341539936,NA,0.000153559211243447,0.00270274761955526,NA,NA
"816","If you had to choose a single factor that you consider to have been the final push that made your household displace, which of the ones you just named as reasons for leaving, would you choose? ",NA,"Unemployment/poverty","NA",0.0771892773813524,NA,0.0592017237260026,0.0951768310367021,NA,NA
"915","If you had to choose a single factor that you consider to have been the final push that made your household displace, which of the ones you just named as reasons for leaving, would you choose? ",NA,"Access to basic services","NA",0.00254930034756999,NA,-4.56907076452065e-05,0.00514429140278519,NA,NA
"1116","When you returned to your community did you experience any of the following?",NA,"House or property occupied by other persons","NA",0.247469952238863,NA,0.210735517925647,0.284204386552079,NA,NA
"2116","When you returned to your community did you experience any of the following?",NA,"Pressure to pay debt (including from smugglers/traffickers)","NA",0.149994809169898,NA,0.124479107452851,0.175510510886945,NA,NA
"3115","When you returned to your community did you experience any of the following?",NA,"Valuables in house or property missing","NA",0.17265157568229,NA,0.146285809415015,0.199017341949566,NA,NA
"423","When you returned to your community did you experience any of the following?",NA,"Extortion ","NA",0.0820368415984103,NA,0.0628287967625696,0.101244886434251,NA,NA
"521","When you returned to your community did you experience any of the following?",NA,"Inability to prove legal ownership of the house/property","NA",0.0810624506757879,NA,0.0598594310439629,0.102265470307613,NA,NA
"618","When you returned to your community did you experience any of the following?",NA,"Hostility from the local community","NA",0.0418231133839116,NA,0.0295032196196803,0.0541430071481429,NA,NA
"718","When you returned to your community did you experience any of the following?",NA,"None of the above","NA",0.484862280468669,NA,0.447416807180104,0.522307753757234,NA,NA
"1117","Has the majority of your household directly experienced any major conflict or natural disaster events in the past year? Multiple answers possible. ",NA,"Active conflict or violence","NA",0.79828820788363,NA,0.773814035100639,0.82276238066662,NA,NA
"2117","Has the majority of your household directly experienced any major conflict or natural disaster events in the past year? Multiple answers possible. ",NA,"Earthquake","NA",0.0211078498655685,NA,0.0166976701387675,0.0255180295923695,NA,NA
"3116","Has the majority of your household directly experienced any major conflict or natural disaster events in the past year? Multiple answers possible. ",NA,"Flood","NA",0.146187736207822,NA,0.12827558202212,0.164099890393524,NA,NA
"424","Has the majority of your household directly experienced any major conflict or natural disaster events in the past year? Multiple answers possible. ",NA,"Avalanche/heavy snowfall","NA",0.0115527065439868,NA,0.00851192419828167,0.0145934888896919,NA,NA
"522","Has the majority of your household directly experienced any major conflict or natural disaster events in the past year? Multiple answers possible. ",NA,"Drought","NA",0.379900800930258,NA,0.343678272118845,0.416123329741671,NA,NA
"619","Has the majority of your household directly experienced any major conflict or natural disaster events in the past year? Multiple answers possible. ",NA,"Other","NA",0.0717416650808532,NA,0.0577807405189861,0.0857025896427202,NA,NA
"719","Has the majority of your household directly experienced any major conflict or natural disaster events in the past year? Multiple answers possible. ",NA,"None of the above","NA",0.0773234165754214,NA,0.061069293765717,0.0935775393851258,NA,NA
"1118","Did this/these events have a negative impact on any owned livestock at the time?",NA,"No, the event did not have an impact","NA",0.0335599568335032,NA,0.0271201335136571,0.0399997801533493,NA,NA
"2118","Did this/these events have a negative impact on any owned livestock at the time?",NA,"No, we did not own livestock at the time","NA",0.459270162853044,NA,0.425140506822617,0.493399818883471,NA,NA
"3117","Did this/these events have a negative impact on any owned livestock at the time?",NA,"Yes, the event had an impact","NA",0.507169880313453,NA,0.475312829775977,0.539026930850929,NA,NA
"1119","What exactly have been the negative impacts noted on livestock due to the shock event?",NA,"Livestock have died","NA",0.59163425096227,NA,0.553050571738846,0.630217930185694,NA,NA
"2119","What exactly have been the negative impacts noted on livestock due to the shock event?",NA,"Livestock have become ill","NA",0.379140122431134,NA,0.344335545687361,0.413944699174907,NA,NA
"3118","What exactly have been the negative impacts noted on livestock due to the shock event?",NA,"Livestock are producing less produce (milk, eggs etc). ","NA",0.239682472007919,NA,0.208588961535977,0.270775982479861,NA,NA
"425","What exactly have been the negative impacts noted on livestock due to the shock event?",NA,"Livestock have been sold at low prices","NA",0.490337556629461,NA,0.446092860602817,0.534582252656106,NA,NA
"523","What exactly have been the negative impacts noted on livestock due to the shock event?",NA,"Livestock was left unattended in previous location because of necessary displacement","NA",0.158350316037081,NA,0.138042370423912,0.17865826165025,NA,NA
"620","What exactly have been the negative impacts noted on livestock due to the shock event?",NA,"Insufficient access to fodder/pastureland ","NA",0.0790174119972937,NA,0.0649481795865546,0.0930866444080328,NA,NA
"720","What exactly have been the negative impacts noted on livestock due to the shock event?",NA,"Other","NA",0.0354731533442104,NA,0.0255580263736265,0.0453882803147943,NA,NA
"1120","Did this/these event/events have a negative impact on any owned agricultural production at the time?",NA,"No, the event did not have an impact","NA",0.0306389574287347,NA,0.0250105796556316,0.0362673352018378,NA,NA
"2120","Did this/these event/events have a negative impact on any owned agricultural production at the time?",NA,"No, we did not do any agriculture at the time","NA",0.449068115161598,NA,0.409743329030906,0.48839290129229,NA,NA
"3119","Did this/these event/events have a negative impact on any owned agricultural production at the time?",NA,"Yes, the event had an impact","NA",0.520292927409667,NA,0.48291695972075,0.557668895098585,NA,NA
"1121","By how much do you think the agricultural production decrease due to the shock event?",NA,"0 - 25%","NA",0.135950531297364,NA,0.118537165520552,0.153363897074176,NA,NA
"2121","By how much do you think the agricultural production decrease due to the shock event?",NA,"26 - 50%","NA",0.341419970126251,NA,0.30383217379065,0.379007766461852,NA,NA
"3120","By how much do you think the agricultural production decrease due to the shock event?",NA,"51 - 75%","NA",0.333959759621389,NA,0.301692978316237,0.36622654092654,NA,NA
"426","By how much do you think the agricultural production decrease due to the shock event?",NA,"76 - 100%","NA",0.188669738954996,NA,0.14935321219564,0.227986265714352,NA,NA
"1122","Did this/these events impact your household in any other way?",NA,"Diminished /lost source of income","NA",0.836405990257868,NA,0.818905846007548,0.853906134508189,NA,NA
"2122","Did this/these events impact your household in any other way?",NA,"Limited access to food","NA",0.681599160095552,NA,0.647087567032357,0.716110753158748,NA,NA
"3121","Did this/these events impact your household in any other way?",NA,"Loss of or severe damage to shelter","NA",0.407533848000608,NA,0.383810531841933,0.431257164159283,NA,NA
"427","Did this/these events impact your household in any other way?",NA,"Loss of or severely diminished access to basic services (e.g. health, education, etc.)","NA",0.219579450584781,NA,0.19515426299577,0.244004638173791,NA,NA
"524","Did this/these events impact your household in any other way?",NA,"Injury/death of household members","NA",0.0682344279251626,NA,0.05854248160696,0.0779263742433652,NA,NA
"621","Did this/these events impact your household in any other way?",NA,"New presence of mines, ERWs, PPIEDs in the community","NA",0.0830454704657036,NA,0.0707334689071959,0.0953574720242112,NA,NA
"721","Did this/these events impact your household in any other way?",NA,"Other","NA",0.0790201132349873,NA,0.0603092389284979,0.0977309875414768,NA,NA
"817","Did this/these events impact your household in any other way?",NA,"None of the above","NA",0.0191005169341915,NA,0.0134040916895214,0.0247969421788615,NA,NA
"1123","What are the majority of your household's current movement intentions for the next six months? ",NA,"Move to another location - inside Afghanistan","NA",0.0275083917607261,NA,0.0187599729104769,0.0362568106109754,NA,NA
"2123","What are the majority of your household's current movement intentions for the next six months? ",NA,"Move to another location - outside Afghanistan","NA",0.00316038737872464,NA,0.00166236616544637,0.00465840859200292,NA,NA
"3122","What are the majority of your household's current movement intentions for the next six months? ",NA,"Remain in current location","NA",0.889768122984922,NA,0.872944578679655,0.906591667290189,NA,NA
"428","What are the majority of your household's current movement intentions for the next six months? ",NA,"Return to area of origin","NA",0.0795630978756271,NA,0.0675234031829211,0.0916027925683331,NA,NA
"1124","What are the main reasons why you currently intend to return to your area of origin?",NA,"Security situation in area of origin is now stable","NA",0.520198839369322,NA,0.448832470262152,0.591565208476492,NA,NA
"2124","What are the main reasons why you currently intend to return to your area of origin?",NA,"Area of origin is now cleared of explosive hazards","NA",0.1692562945773,NA,0.126322832671687,0.212189756482913,NA,NA
"3123","What are the main reasons why you currently intend to return to your area of origin?",NA,"Other family/community members had returned","NA",0.274691673047178,NA,0.199921564008775,0.34946178208558,NA,NA
"429","What are the main reasons why you currently intend to return to your area of origin?",NA,"Livelihood options is available in the area of origin","NA",0.197181459342464,NA,0.15835110396263,0.236011814722299,NA,NA
"525","What are the main reasons why you currently intend to return to your area of origin?",NA,"Basic services (water, electricity, education, etc.) are available in the area of origin","NA",0.100855284949122,NA,0.073629043894528,0.128081526003716,NA,NA
"622","What are the main reasons why you currently intend to return to your area of origin?",NA,"Emotional desire to return to area of origin","NA",0.199437128983223,NA,0.0900328009094435,0.308841457057002,NA,NA
"722","What are the main reasons why you currently intend to return to your area of origin?",NA,"Is necessary to secure personal housing, land, or property in area of return","NA",0.334104509001815,NA,0.137448254328598,0.530760763675031,NA,NA
"818","What are the main reasons why you currently intend to return to your area of origin?",NA,"Other","NA",0.152691118445867,NA,0.00335558317891693,0.302026653712817,NA,NA
"1125","What are your household's main needs that would help your household return to your area of origin?",NA,"Nothing, do not ever intend to return","NA",0.543828852901942,NA,0.515933488764069,0.571724217039815,NA,NA
"2125","What are your household's main needs that would help your household return to your area of origin?",NA,"Increased safety and security in the area of origin","NA",0.327725517295085,NA,0.30151247906948,0.353938555520691,NA,NA
"3124","What are your household's main needs that would help your household return to your area of origin?",NA,"Financial means to pay for transport back to AoO","NA",0.138237021756386,NA,0.119477764928272,0.156996278584499,NA,NA
"430","What are your household's main needs that would help your household return to your area of origin?",NA,"Ability to harvest (having harvest waiting) in AoO","NA",0.0645450989226714,NA,0.0514047919885823,0.0776854058567605,NA,NA
"526","What are your household's main needs that would help your household return to your area of origin?",NA,"Functioning markets in AoO","NA",0.0579403068744441,NA,0.0480301024267316,0.0678505113221565,NA,NA
"623","What are your household's main needs that would help your household return to your area of origin?",NA,"Better livelihood opportunities in AoO","NA",0.204802671517152,NA,0.178446171079832,0.231159171954473,NA,NA
"723","What are your household's main needs that would help your household return to your area of origin?",NA,"Rehabilitation/Reconstruction of home in AoO","NA",0.0876779348953596,NA,0.0732629486470725,0.102092921143647,NA,NA
"819","What are your household's main needs that would help your household return to your area of origin?",NA,"Better access to basic services (water, healthcare, schools, etc.) in AoO","NA",0.0664379620522342,NA,0.0541337112626415,0.078742212841827,NA,NA
"916","What are your household's main needs that would help your household return to your area of origin?",NA,"Other","NA",0.0353373827604658,NA,0.0265919441013534,0.0440828214195782,NA,NA
"1126","What are the majority of your household's current movement intentions for the next six months?",NA,"Move to another location - inside Afghanistan","NA",0.0630527495422812,NA,0.046755828839308,0.0793496702452543,NA,NA
"2126","What are the majority of your household's current movement intentions for the next six months?",NA,"Move to another location - outside Afghanistan","NA",0.0147176922763982,NA,0.00827787868396989,0.0211575058688264,NA,NA
"3125","What are the majority of your household's current movement intentions for the next six months?",NA,"Remain in current location","NA",0.922229558181321,NA,0.905357909102115,0.939101207260526,NA,NA
"dependent.var7","How many individuals are living in the household?","na","NA","NA",6.27168781828127,NA,6.13519519314253,6.40818044342,NA,NA
"1127","Sex of head of household:",NA,"Female","NA",0.0769203967013969,NA,0.068684087513096,0.0851567058896978,NA,NA
"2127","Sex of head of household:",NA,"Male","NA",0.923079603298603,NA,0.914843294110302,0.931315912486904,NA,NA
"dependent.var8","Age of head of household:","na","NA","NA",43.0929115120204,NA,42.6917304497471,43.4940925742936,NA,NA
"1128","hoh_age_group",NA,"<65","NA",0.934835215498611,NA,0.927587638514799,0.942082792482423,NA,NA
"2128","hoh_age_group",NA,"65+","NA",0.0651647845013893,NA,0.0579172075175771,0.0724123614852015,NA,NA
"1129","Did this person join the household after the beginning of Ramadan this year?",NA,"No","NA",0.850332403325814,NA,0.81686674386133,0.883798062790298,NA,NA
"2129","Did this person join the household after the beginning of Ramadan this year?",NA,"Yes","NA",0.149667596674186,NA,0.116201937209702,0.18313325613867,NA,NA
"1130","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Cannot afford to pay for the costs","NA",0.527009062109171,NA,0.501251796538476,0.552766327679865,NA,NA
"2130","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"No facilities/school or too far","NA",0.231874611919787,NA,0.188299682537237,0.275449541302338,NA,NA
"3126","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Lacked documentation to enrol child","NA",0.106768392139714,NA,0.0923741667688697,0.121162617510558,NA,NA
"431","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Child has to earn money instead","NA",0.211306198747476,NA,0.186780530743594,0.235831866751358,NA,NA
"527","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Child does not speak the language of school","NA",0.0319955164398467,NA,0.0247553390753887,0.0392356938043047,NA,NA
"624","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Cultural reasons","NA",0.0441220708863035,NA,0.0353725123088255,0.0528716294637815,NA,NA
"724","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Not enough teachers or rooms","NA",0.0489907462584788,NA,0.0369476816037256,0.061033810913232,NA,NA
"820","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Security concerns of child travelling or being at school","NA",0.169028360450462,NA,0.135829346871039,0.202227374029885,NA,NA
"917","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Other","NA",0.196171317048018,NA,0.172045466657986,0.220297167438049,NA,NA
"1131","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Cannot afford to pay for the costs","NA",0.527009062109171,NA,0.501251796538476,0.552766327679865,NA,NA
"2131","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"No facilities/school or too far","NA",0.231874611919787,NA,0.188299682537237,0.275449541302338,NA,NA
"3127","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Lacked documentation to enrol child","NA",0.106768392139714,NA,0.0923741667688697,0.121162617510558,NA,NA
"432","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Child has to earn money instead","NA",0.211306198747476,NA,0.186780530743594,0.235831866751358,NA,NA
"528","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Child does not speak the language of school","NA",0.0319955164398467,NA,0.0247553390753887,0.0392356938043047,NA,NA
"625","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Cultural reasons","NA",0.0441220708863035,NA,0.0353725123088255,0.0528716294637815,NA,NA
"725","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Not enough teachers or rooms","NA",0.0489907462584788,NA,0.0369476816037256,0.061033810913232,NA,NA
"821","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Security concerns of child travelling or being at school","NA",0.169028360450462,NA,0.135829346871039,0.202227374029885,NA,NA
"918","What were the reason the ${unattending_male_no_shock_total} boys were not enrolled in school, since not due to shock? ",NA,"Other","NA",0.196171317048018,NA,0.172045466657986,0.220297167438049,NA,NA
"1132","Are any of the ${unattending_no_shock_total} children not attending formal school or community based education attending religious school instead?",NA,"No","NA",0.559581351146944,NA,0.514265877541045,0.604896824752843,NA,NA
"2132","Are any of the ${unattending_no_shock_total} children not attending formal school or community based education attending religious school instead?",NA,"Yes","NA",0.440418648853056,NA,0.395103175247157,0.485734122458955,NA,NA
"1133","What is the marital status of the Head of Household?",NA,"Divorced","NA",0.00260693237737421,NA,0.00141052807520051,0.0038033366795479,NA,NA
"2133","What is the marital status of the Head of Household?",NA,"Married","NA",0.902974383648996,NA,0.89365530584082,0.912293461457172,NA,NA
"3128","What is the marital status of the Head of Household?",NA,"Married, but spouse living elsewhere in Afghanistan","NA",0.00697814293723367,NA,0.00519556853457092,0.00876071733989641,NA,NA
"433","What is the marital status of the Head of Household?",NA,"Married, but spouse living in a different country","NA",0.00335154206207082,NA,0.0021985926134485,0.00450449151069313,NA,NA
"529","What is the marital status of the Head of Household?",NA,"I do not want to answer","NA",0.00511577165537801,NA,0.00323684526894308,0.00699469804181294,NA,NA
"626","What is the marital status of the Head of Household?",NA,"Single","NA",0.00927108224764831,NA,0.00530616550302445,0.0132359989922722,NA,NA
"726","What is the marital status of the Head of Household?",NA,"Widowed","NA",0.0697021450712989,NA,0.0630010912563387,0.0764031988862592,NA,NA
"1134","Does the household head have difficulty seeing even if wearing glasses?",NA,"No","NA",0.884018969559091,NA,0.871070957662121,0.896966981456061,NA,NA
"2134","Does the household head have difficulty seeing even if wearing glasses?",NA,"I don't know or I don't want to answer","NA",0.00947570716447708,NA,0.00681846316192591,0.0121329511670282,NA,NA
"3129","Does the household head have difficulty seeing even if wearing glasses?",NA,"Yes","NA",0.106505323276432,NA,0.0941308265278807,0.118879820024983,NA,NA
"1135","Does the household head have difficulty hearing even using a hearing aid?",NA,"No","NA",0.904411309785991,NA,0.893878888183389,0.914943731388593,NA,NA
"2135","Does the household head have difficulty hearing even using a hearing aid?",NA,"I don't know or I don't want to answer","NA",0.0102028705018764,NA,0.00777622864307609,0.0126295123606768,NA,NA
"3130","Does the household head have difficulty hearing even using a hearing aid?",NA,"Yes","NA",0.0853858197121325,NA,0.0749836823742828,0.0957879570499823,NA,NA
"1136","Does the household head have any difficult walking or climbing steps?",NA,"No","NA",0.850936243606837,NA,0.837732126629477,0.864140360584197,NA,NA
"2136","Does the household head have any difficult walking or climbing steps?",NA,"I don't know or I don't want to answer","NA",0.00959338165517747,NA,0.00758428838948428,0.0116024749208707,NA,NA
"3131","Does the household head have any difficult walking or climbing steps?",NA,"Yes","NA",0.139470374737986,NA,0.126256638068108,0.152684111407863,NA,NA
"1137","Does the houshold head have any difficulty remembering or concentrating?",NA,"No","NA",0.847781848471986,NA,0.830174088271114,0.865389608672859,NA,NA
"2137","Does the houshold head have any difficulty remembering or concentrating?",NA,"I don't know or I don't want to answer","NA",0.0119542545142545,NA,0.00949344913089765,0.0144150598976114,NA,NA
"3132","Does the houshold head have any difficulty remembering or concentrating?",NA,"Yes","NA",0.140263897013759,NA,0.122820090496005,0.157707703531513,NA,NA
"1138","Does the household head have any difficulty with self care, such as washing or dressing?",NA,"No","NA",0.930904395511526,NA,0.922508542176535,0.939300248846518,NA,NA
"2138","Does the household head have any difficulty with self care, such as washing or dressing?",NA,"I don't know or I don't want to answer","NA",0.00950606759014232,NA,0.00740936860434597,0.0116027665759387,NA,NA
"3133","Does the household head have any difficulty with self care, such as washing or dressing?",NA,"Yes","NA",0.0595895368983315,NA,0.0516229480087516,0.0675561257879115,NA,NA
"1139","Using your usual language, does the household head have any difficulty communicating for example, understanding or being understood?",NA,"No","NA",0.937710006677471,NA,0.929554261882172,0.945865751472771,NA,NA
"2139","Using your usual language, does the household head have any difficulty communicating for example, understanding or being understood?",NA,"I don't know or I don't want to answer","NA",0.0110690885432097,NA,0.00852740401630799,0.0136107730701113,NA,NA
"3134","Using your usual language, does the household head have any difficulty communicating for example, understanding or being understood?",NA,"Yes","NA",0.0512209047793189,NA,0.0436204673178415,0.0588213422407963,NA,NA
"1140","hoh_disabled",NA,"disabled","NA",0.164339252001172,NA,0.149751819567544,0.178926684434801,NA,NA
"2140","hoh_disabled",NA,"not_disabled","NA",0.835660747998828,NA,0.821073315565199,0.850248180432456,NA,NA
"1141","Does the household head have any chronic illnesses?",NA,"No","NA",0.796479879925442,NA,0.769803646363488,0.823156113487395,NA,NA
"2141","Does the household head have any chronic illnesses?",NA,"I don't know or I don't want to answer","NA",0.0108375127491812,NA,0.00809516230638625,0.0135798631919761,NA,NA
"3135","Does the household head have any chronic illnesses?",NA,"Yes","NA",0.192682607325377,NA,0.16612644520874,0.219238769442015,NA,NA
"dependent.var9","How many individuals in the household are pregnant?","na","NA","NA",0.238801627230904,NA,0.218320186780816,0.259283067680991,NA,NA
"1142","pregnant_member",NA,"at_least_one_mem_pregnant","NA",0.228347680674452,NA,0.208889364462837,0.247805996886066,NA,NA
"2142","pregnant_member",NA,"no_mem_pregnent","NA",0.771652319325548,NA,0.752194003113934,0.791110635537163,NA,NA
"dependent.var10","How many individuals in the household are lactating?","na","NA","NA",0.69417492620535,NA,0.663402118743966,0.724947733666733,NA,NA
"1143","lactating_member",NA,"at_least_one_mem_lactating","NA",0.680305250946683,NA,0.650304776565429,0.710305725327937,NA,NA
"2143","lactating_member",NA,"no_mem_lactating","NA",0.319694749053317,NA,0.289694274672063,0.349695223434571,NA,NA
"1144","pregnant_lactating_member",NA,"at_least_one_mem_pregnant_lactating","NA",0.847742002777129,NA,0.82364551393016,0.871838491624097,NA,NA
"2144","pregnant_lactating_member",NA,"no_mem_pregnent_lactating","NA",0.152257997222871,NA,0.128161508375903,0.17635448606984,NA,NA
"1145","What is the highest education level achieved by a current household members?",NA,"No formal or CBE education achieved by an HH member","NA",0.466677407232848,NA,0.422413771086475,0.510941043379221,NA,NA
"2145","What is the highest education level achieved by a current household members?",NA,"Masters, doctorate or PhD, etc.","NA",0.000378205927500664,NA,6.18260338271378e-05,0.00069458582117419,NA,NA
"3136","What is the highest education level achieved by a current household members?",NA,"Post-secondary (High School)","NA",0.138734868252082,NA,0.123836338103741,0.153633398400423,NA,NA
"434","What is the highest education level achieved by a current household members?",NA,"Primary","NA",0.199480391524816,NA,0.171711638495452,0.227249144554181,NA,NA
"530","What is the highest education level achieved by a current household members?",NA,"Secondary (formal)","NA",0.125388069193974,NA,0.110535076264214,0.140241062123735,NA,NA
"627","What is the highest education level achieved by a current household members?",NA,"Technical Professional College","NA",0.0241876290440334,NA,0.0186807407840266,0.0296945173040402,NA,NA
"727","What is the highest education level achieved by a current household members?",NA,"University degree","NA",0.0317609439517151,NA,0.0261979255176296,0.0373239623858006,NA,NA
"822","What is the highest education level achieved by a current household members?",NA,"Vocational/non-academic secondary qualification","NA",0.0133924848730304,NA,0.0105984212506429,0.016186548495418,NA,NA
"1146","female_literacy_yes_no",NA,"0","NA",0.728272684685085,NA,0.702727906196556,0.753817463173615,NA,NA
"2146","female_literacy_yes_no",NA,"1 or more","NA",0.271727315314915,NA,0.246182536826385,0.297272093803444,NA,NA
"1147","male_literacy_yes_no",NA,"0","NA",0.532165039584175,NA,0.495014787558559,0.569315291609791,NA,NA
"2147","male_literacy_yes_no",NA,"1 or more","NA",0.467834960415825,NA,0.430684708390209,0.504985212441441,NA,NA
"1148","Are any boys (under the age of 16) in your household married?",NA,"No","NA",0.970355407505702,NA,0.964964643556108,0.975746171455295,NA,NA
"2148","Are any boys (under the age of 16) in your household married?",NA,"I don't know or I don't want to answer","NA",0.00599985394294443,NA,0.00436662375409267,0.00763308413179619,NA,NA
"3137","Are any boys (under the age of 16) in your household married?",NA,"Yes","NA",0.0236447385513539,NA,0.018724395718656,0.0285650813840517,NA,NA
"1149","Are any girls (under the age of 16) in your household married?",NA,"No","NA",0.952020794799691,NA,0.943938426380442,0.960103163218941,NA,NA
"2149","Are any girls (under the age of 16) in your household married?",NA,"I don't know or I don't want to answer","NA",0.00875671086296976,NA,0.00617612616079767,0.0113372955651418,NA,NA
"3138","Are any girls (under the age of 16) in your household married?",NA,"Yes","NA",0.0392224943373389,NA,0.0318265326510775,0.0466184560236002,NA,NA
"1150","Have any adults in your household developed any of the following changes in behavior in the past year? If they have experienced any, select yes.",NA,"No","NA",0.625591570432943,NA,0.584216260641428,0.666966880224459,NA,NA
"2150","Have any adults in your household developed any of the following changes in behavior in the past year? If they have experienced any, select yes.",NA,"I don't know or I don't want to answer","NA",0.0194850628461822,NA,0.0158531218732339,0.0231170038191304,NA,NA
"3139","Have any adults in your household developed any of the following changes in behavior in the past year? If they have experienced any, select yes.",NA,"Yes","NA",0.354923366720874,NA,0.313098757332893,0.396747976108856,NA,NA
"1151","Have any children in your household developed any of the following changes in behavior in the past year? If they have experienced any, select yes.",NA,"No","NA",0.711512439260457,NA,0.677332996584978,0.745691881935936,NA,NA
"2151","Have any children in your household developed any of the following changes in behavior in the past year? If they have experienced any, select yes.",NA,"I don't know or I don't want to answer","NA",0.0230649623559635,NA,0.0172348773425055,0.0288950473694216,NA,NA
"3140","Have any children in your household developed any of the following changes in behavior in the past year? If they have experienced any, select yes.",NA,"Yes","NA",0.265422598383579,NA,0.234440292648823,0.296404904118336,NA,NA
"1152","Do you believe these changes in behaviour were a result of experiencing conflict activities?",NA,"No","NA",0.303713986714313,NA,0.270380029229744,0.337047944198883,NA,NA
"2152","Do you believe these changes in behaviour were a result of experiencing conflict activities?",NA,"Yes","NA",0.696286013285687,NA,0.662952055801117,0.729619970770256,NA,NA
"1153","Have these person(s) accessed psychosocial or mental health services?",NA,"No","NA",0.566723593564097,NA,0.525571645547183,0.60787554158101,NA,NA
"2153","Have these person(s) accessed psychosocial or mental health services?",NA,"Yes","NA",0.433276406435903,NA,0.39212445841899,0.474428354452816,NA,NA
"dependent.var11","adults_working_call","na","NA","NA",0.68335767333601,NA,0.664784648465727,0.701930698206293,NA,NA
"1154","adults_working_yes_no",NA,"0","NA",0.165159686009378,NA,0.147374999303144,0.182944372715613,NA,NA
"2154","adults_working_yes_no",NA,"1 or more","NA",0.834840313990622,NA,0.817055627284387,0.852625000696856,NA,NA
"dependent.var12","child_working_call","na","NA","NA",0.121484117565267,NA,0.109096310942262,0.133871924188272,NA,NA
"1155","children_working_yes_no",NA,"0","NA",0.801212712034073,NA,0.782721743066556,0.81970368100159,NA,NA
"2155","children_working_yes_no",NA,"1 or more","NA",0.198787287965927,NA,0.18029631899841,0.217278256933444,NA,NA
"1156","Are the children working outside of the household, involved in work or activities that puts their health or safety at risk?",NA,"No","NA",0.677697442508001,NA,0.624604285350158,0.730790599665843,NA,NA
"2156","Are the children working outside of the household, involved in work or activities that puts their health or safety at risk?",NA,"Yes","NA",0.322302557491999,NA,0.269209400334156,0.375395714649842,NA,NA
"dependent.var13","ag_income_cal","na","NA","NA",178.401783484424,NA,151.798603277654,205.004963691194,NA,NA
"dependent.var14","livestock_income_cal","na","NA","NA",66.3307491772605,NA,54.5000634799263,78.1614348745947,NA,NA
"dependent.var15","rent_income_cal","na","NA","NA",10.948271853751,NA,7.66189212269535,14.2346515848066,NA,NA
"dependent.var16","small_business_income_cal","na","NA","NA",126.260086319723,NA,108.98976524607,143.530407393376,NA,NA
"dependent.var17","unskill_labor_income_cal","na","NA","NA",593.300881512715,NA,566.140669837338,620.461093188093,NA,NA
"dependent.var18","skill_labor_income_cal","na","NA","NA",92.34065569869,NA,78.4989671369959,106.182344260384,NA,NA
"dependent.var19","formal_employment_income_cal","na","NA","NA",98.1909765714096,NA,82.5396827558343,113.842270386985,NA,NA
"dependent.var20","gov_benefits_income_cal","na","NA","NA",13.3917802314607,NA,6.28571178823311,20.4978486746883,NA,NA
